Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Predicted_Sales,Prediction_Error,Month_Name,Holiday_Label,Data_Type
13,2010-05-28,1877358.86,0,53.11,2.908,126.1602258,8.107,2010,5,21,1879028.790300002,-1669.9303000019863,May,Regular Week,Actual
13,2010-06-04,2022705.22,0,59.85,2.871,126.1360645,8.107,2010,6,22,1987408.2958000002,35296.924199999776,June,Regular Week,Actual
13,2010-06-11,2037880.96,0,65.24,2.841,126.1119032,8.107,2010,6,23,2010087.0531000006,27793.90689999936,June,Regular Week,Actual
13,2010-06-18,2003435.31,0,58.41,2.819,126.114,8.107,2010,6,24,1998298.979600001,5136.330399999162,June,Regular Week,Actual
13,2010-06-25,1970340.25,0,71.83,2.82,126.1266,8.107,2010,6,25,1970101.1514999997,239.09850000031292,June,Regular Week,Actual
13,2010-07-02,2018314.71,0,78.82,2.814,126.1392,7.951,2010,7,26,1967888.1311000003,50426.578899999615,July,Regular Week,Actual
13,2010-07-09,1870843.9,0,71.33,2.802,126.1518,7.951,2010,7,27,1926207.1310000012,-55363.23100000131,July,Regular Week,Actual
13,2010-07-16,1932231.05,0,77.79,2.791,126.1498065,7.951,2010,7,28,1919359.746700001,12871.303299999097,July,Regular Week,Actual
13,2010-07-23,1907351.2,0,82.27,2.797,126.1283548,7.951,2010,7,29,1915434.5084000004,-8083.3084000004455,July,Regular Week,Actual
13,2010-07-30,1817887.23,0,78.94,2.797,126.1069032,7.951,2010,7,30,1950762.5371000012,-132875.30710000126,July,Regular Week,Actual
13,2010-08-06,1969121.45,0,81.24,2.802,126.0854516,7.951,2010,8,31,1962745.639899999,6375.81010000105,August,Regular Week,Actual
13,2010-08-13,1877592.55,0,74.93,2.837,126.064,7.951,2010,8,32,1979327.6505999984,-101735.10059999838,August,Regular Week,Actual
13,2010-08-20,1997397.63,0,76.34,2.85,126.0766452,7.951,2010,8,33,1980914.9956999978,16482.63430000213,August,Regular Week,Actual
13,2010-08-27,1908278.27,0,75.31,2.854,126.0892903,7.951,2010,8,34,1928376.2673999988,-20097.99739999883,August,Regular Week,Actual
13,2010-09-03,1911852.58,0,65.71,2.868,126.1019355,7.951,2010,9,35,1915624.0615000022,-3771.48150000209,September,Regular Week,Actual
13,2010-09-10,1772143.94,1,65.74,2.87,126.1145806,7.951,2010,9,36,1912911.9377000013,-140767.99770000135,September,Holiday Week,Actual
13,2010-09-17,1790279.74,0,66.84,2.875,126.1454667,7.951,2010,9,37,1808840.751100001,-18561.011100000935,September,Regular Week,Actual
13,2010-09-24,1705655.09,0,68.22,2.872,126.1900333,7.951,2010,9,38,1741869.463900001,-36214.37390000094,September,Regular Week,Actual
13,2010-10-01,1765584.48,0,68.74,2.853,126.2346,7.795,2010,10,39,1774743.257099999,-9158.777099999133,October,Regular Week,Actual
13,2010-10-08,1871924.07,0,63.03,2.841,126.2791667,7.795,2010,10,40,1860867.6576999975,11056.412300002528,October,Regular Week,Actual
13,2010-10-15,1851431.06,0,54.12,2.845,126.3266774,7.795,2010,10,41,1855816.3003000007,-4385.240300000645,October,Regular Week,Actual
13,2010-10-22,1796949.59,0,56.89,2.849,126.3815484,7.795,2010,10,42,1826239.5662000012,-29289.97620000108,October,Regular Week,Actual
13,2010-10-29,1887895.07,0,45.12,2.841,126.4364194,7.795,2010,10,43,1885422.6895999974,2472.380400002701,October,Regular Week,Actual
13,2010-11-05,1854967.66,0,49.96,2.831,126.4912903,7.795,2010,11,44,1909111.277999998,-54143.617999998154,November,Regular Week,Actual
13,2010-11-12,1939964.63,0,42.55,2.831,126.5461613,7.795,2010,11,45,1931878.825199998,8085.804800001904,November,Regular Week,Actual
13,2010-11-19,1925393.91,0,42.0,2.842,126.6072,7.795,2010,11,46,1948428.3752999979,-23034.465299997944,November,Regular Week,Actual
13,2010-11-26,2766400.05,1,28.22,2.83,126.6692667,7.795,2010,11,47,2715527.472800002,50872.577199997846,November,Holiday Week,Actual
13,2010-12-03,2083379.89,0,25.8,2.812,126.7313333,7.795,2010,12,48,2180554.509399996,-97174.61939999624,December,Regular Week,Actual
13,2010-12-10,2461468.35,0,36.78,2.817,126.7934,7.795,2010,12,49,2538181.4590999996,-76713.10909999954,December,Regular Week,Actual
13,2010-12-17,2771646.81,0,35.21,2.842,126.8794839,7.795,2010,12,50,2782266.6359999995,-10619.825999999419,December,Regular Week,Actual
13,2010-12-24,3595903.2,0,34.9,2.846,126.9835806,7.795,2010,12,51,3527129.5951999943,68773.60480000591,December,Regular Week,Actual
13,2010-12-31,1675292.0,1,26.79,2.868,127.0876774,7.795,2010,12,52,1788751.2552999996,-113459.25529999961,December,Holiday Week,Actual
13,2011-01-07,1744544.39,0,16.94,2.891,127.1917742,7.47,2011,1,1,1747880.3799999987,-3335.9899999988265,January,Regular Week,Actual
13,2011-01-14,1682316.31,0,20.6,2.903,127.3009355,7.47,2011,1,2,1742487.484399999,-60171.17439999897,January,Regular Week,Actual
13,2011-01-21,1770177.37,0,34.8,2.934,127.4404839,7.47,2011,1,3,1747035.6139000016,23141.756099998485,January,Regular Week,Actual
13,2011-01-28,1633663.12,0,31.64,2.96,127.5800323,7.47,2011,1,4,1682638.631600002,-48975.51160000195,January,Regular Week,Actual
13,2011-02-04,1848186.58,0,23.35,2.974,127.7195806,7.47,2011,2,5,1880672.481900003,-32485.901900002966,February,Regular Week,Actual
13,2011-02-11,1944438.9,1,30.83,3.034,127.859129,7.47,2011,2,6,1961069.7508000026,-16630.850800002692,February,Holiday Week,Actual
13,2011-02-18,2003480.59,0,40.85,3.062,127.99525,7.47,2011,2,7,1998068.2998000022,5412.290199997835,February,Regular Week,Actual
13,2011-02-25,1831933.95,0,33.17,3.12,128.13,7.47,2011,2,8,1867592.9133,-35658.963299999945,February,Regular Week,Actual
13,2011-03-04,1894960.68,0,34.23,3.23,128.26475,7.47,2011,3,9,1886863.9008000034,8096.7791999964975,March,Regular Week,Actual
13,2011-03-11,1852432.58,0,41.28,3.346,128.3995,7.47,2011,3,10,1859690.5721000019,-7257.992100001778,March,Regular Week,Actual
13,2011-03-18,1852443.78,0,44.69,3.407,128.5121935,7.47,2011,3,11,1853068.209200001,-624.429200001061,March,Regular Week,Actual
13,2011-03-25,1807545.43,0,42.38,3.435,128.6160645,7.47,2011,3,12,1825670.8455000028,-18125.415500002913,March,Regular Week,Actual
13,2011-04-01,1864238.64,0,42.49,3.487,128.7199355,7.193,2011,4,13,1881427.9344999986,-17189.29449999868,April,Regular Week,Actual
13,2011-04-08,1887465.04,0,42.75,3.547,128.8238065,7.193,2011,4,14,1905696.1207999995,-18231.080799999414,April,Regular Week,Actual
13,2011-04-15,1950994.04,0,41.72,3.616,128.9107333,7.193,2011,4,15,1950272.7942999997,721.2457000003196,April,Regular Week,Actual
13,2011-04-22,2124316.34,0,47.55,3.655,128.9553,7.193,2011,4,16,2024485.513000002,99830.82699999795,April,Regular Week,Actual
13,2011-04-29,1895583.12,0,43.85,3.683,128.9998667,7.193,2011,4,17,1946109.751700002,-50526.63170000189,April,Regular Week,Actual
13,2011-05-06,1986380.4,0,47.75,3.744,129.0444333,7.193,2011,5,18,1963542.3177000028,22838.0822999971,May,Regular Week,Actual
13,2011-05-13,1958823.56,0,52.4,3.77,129.089,7.193,2011,5,19,1893438.999400002,65384.560599998105,May,Regular Week,Actual
13,2011-05-20,1860923.55,0,52.12,3.802,129.0756774,7.193,2011,5,20,1880667.9529000018,-19744.402900001733,May,Regular Week,Actual
13,2011-05-27,1866369.93,0,54.62,3.778,129.0623548,7.193,2011,5,21,1885183.5211000035,-18813.59110000357,May,Regular Week,Actual
13,2011-06-03,1935593.87,0,52.76,3.752,129.0490323,7.193,2011,6,22,1951040.509200002,-15446.639200001955,June,Regular Week,Actual
13,2011-06-10,1997816.98,0,61.39,3.732,129.0357097,7.193,2011,6,23,2002591.5543999998,-4774.5743999998085,June,Regular Week,Actual
13,2011-06-17,2086433.49,0,63.35,3.704,129.0432,7.193,2011,6,24,2052753.7899000016,33679.70009999839,June,Regular Week,Actual
13,2011-06-24,2009163.08,0,66.38,3.668,129.0663,7.193,2011,6,25,1985612.6582000025,23550.421799997566,June,Regular Week,Actual
13,2011-07-01,2048035.74,0,74.29,3.613,129.0894,6.877,2011,7,26,2026831.1812000016,21204.55879999837,July,Regular Week,Actual
13,2011-07-08,2021699.38,0,77.3,3.563,129.1125,6.877,2011,7,27,2006816.4776999985,14882.902300001355,July,Regular Week,Actual
13,2011-07-15,1956813.31,0,75.59,3.553,129.1338387,6.877,2011,7,28,1975682.9796000007,-18869.669600000605,July,Regular Week,Actual
13,2011-07-22,1987089.36,0,78.5,3.563,129.1507742,6.877,2011,7,29,1970630.8997000027,16458.460299997358,July,Regular Week,Actual
13,2011-07-29,1880785.69,0,77.62,3.574,129.1677097,6.877,2011,7,30,1929534.867299999,-48749.177299999166,July,Regular Week,Actual
13,2011-08-05,2076231.8,0,75.56,3.595,129.1846452,6.877,2011,8,31,2031027.7947000007,45204.00529999938,August,Regular Week,Actual
13,2011-08-12,1970341.38,0,75.95,3.606,129.2015806,6.877,2011,8,32,1999514.740399998,-29173.360399998026,August,Regular Week,Actual
13,2011-08-19,2090340.98,0,76.68,3.578,129.2405806,6.877,2011,8,33,2045153.2675999969,45187.7124000031,August,Regular Week,Actual
13,2011-08-26,2035244.54,0,81.53,3.57,129.2832581,6.877,2011,8,34,1953676.8803999992,81567.65960000083,August,Regular Week,Actual
13,2011-09-02,1953628.82,0,77.0,3.58,129.3259355,6.877,2011,9,35,1950286.8986999975,3341.9213000026066,September,Regular Week,Actual
13,2011-09-09,1872921.31,1,70.19,3.619,129.3686129,6.877,2011,9,36,1901257.2826000012,-28335.972600001143,September,Holiday Week,Actual
13,2011-09-16,1923223.82,0,67.54,3.641,129.4306,6.877,2011,9,37,1901905.2969999975,21318.523000002606,September,Regular Week,Actual
13,2011-09-23,1847430.96,0,63.6,3.648,129.5183333,6.877,2011,9,38,1876898.8704999993,-29467.9104999993,September,Regular Week,Actual
13,2011-09-30,1835662.69,0,68.28,3.623,129.6060667,6.877,2011,9,39,1859594.4193999988,-23931.729399998905,September,Regular Week,Actual
13,2011-10-07,2067232.56,0,60.62,3.592,129.6938,6.392,2011,10,40,2033554.9403000008,33677.619699999224,October,Regular Week,Actual
13,2011-10-14,1929659.07,0,51.74,3.567,129.7706452,6.392,2011,10,41,1956392.0474999982,-26732.977499998175,October,Regular Week,Actual
13,2011-10-21,1973544.27,0,54.66,3.579,129.7821613,6.392,2011,10,42,1978181.0407000016,-4636.7707000016235,October,Regular Week,Actual
13,2011-10-28,1948733.81,0,47.41,3.567,129.7936774,6.392,2011,10,43,1958031.927000001,-9298.117000001017,October,Regular Week,Actual
13,2011-11-04,2036317.54,0,43.51,3.538,129.8051935,6.392,2011,11,44,2020110.356199999,16207.18380000093,November,Regular Week,Actual
13,2011-11-11,2111592.09,0,33.8,3.513,129.8167097,6.392,2011,11,45,2079515.426800002,32076.66319999774,November,Regular Week,Actual
13,2011-11-18,2016323.51,0,40.65,3.489,129.8268333,6.392,2011,11,46,2033758.9896999993,-17435.479699999327,November,Regular Week,Actual
13,2011-11-25,2864170.61,1,38.89,3.445,129.8364,6.392,2011,11,47,2790630.6675000046,73539.94249999523,November,Holiday Week,Actual
13,2011-12-02,2051315.66,0,33.94,3.389,129.8459667,6.392,2011,12,48,2129488.5094999983,-78172.84949999838,December,Regular Week,Actual
13,2011-12-09,2462779.06,0,24.82,3.341,129.8555333,6.392,2011,12,49,2483144.0391000016,-20364.97910000151,December,Regular Week,Actual
13,2011-12-16,2760346.71,0,27.85,3.282,129.8980645,6.392,2011,12,50,2707322.760600003,53023.949399997015,December,Regular Week,Actual
13,2011-12-23,3556766.03,0,24.76,3.186,129.9845484,6.392,2011,12,51,3491390.270099996,65375.75990000367,December,Regular Week,Actual
13,2011-12-30,1969056.91,1,31.53,3.119,130.0710323,6.392,2011,12,52,1959379.6547999985,9677.255200001411,December,Holiday Week,Actual
13,2012-01-06,1865752.78,0,33.8,3.08,130.1575161,6.104,2012,1,1,1848193.1274000006,17559.65259999945,January,Regular Week,Actual
13,2012-01-13,1794962.64,0,25.61,3.056,130.244,6.104,2012,1,2,1809202.2133000002,-14239.57330000028,January,Regular Week,Actual
13,2012-01-20,1811606.21,0,32.71,3.047,130.2792258,6.104,2012,1,3,1807986.5378999999,3619.6721000000834,January,Regular Week,Actual
13,2012-01-27,1733983.09,0,34.32,3.058,130.3144516,6.104,2012,1,4,1783051.755700001,-49068.66570000094,January,Regular Week,Actual
13,2012-02-03,1927780.74,0,31.39,3.077,130.3496774,6.104,2012,2,5,1951037.6713000007,-23256.931300000753,February,Regular Week,Actual
13,2012-02-10,2069284.57,1,33.73,3.116,130.3849032,6.104,2012,2,6,2068629.7537999966,654.8162000034936,February,Holiday Week,Actual
13,2012-02-17,2214477.06,0,36.57,3.119,130.4546207,6.104,2012,2,7,2135479.848000001,78997.2119999989,February,Regular Week,Actual
13,2012-02-24,1929768.03,0,35.38,3.145,130.5502069,6.104,2012,2,8,1978445.2896000007,-48677.25960000069,February,Regular Week,Actual
13,2012-03-02,1969742.76,0,32.36,3.242,130.6457931,6.104,2012,3,9,1968643.1994999992,1099.5605000008363,March,Regular Week,Actual
13,2012-03-09,1986445.65,0,38.24,3.38,130.7413793,6.104,2012,3,10,1988032.6710000006,-1587.0210000006482,March,Regular Week,Actual
13,2012-03-16,2025582.62,0,52.5,3.529,130.8261935,6.104,2012,3,11,1996212.1342000014,29370.485799998743,March,Regular Week,Actual
13,2012-03-23,1904421.74,0,47.83,3.671,130.8966452,6.104,2012,3,12,1960728.9207000008,-56307.18070000084,March,Regular Week,Actual
13,2012-03-30,1948982.7,0,53.2,3.734,130.9670968,6.104,2012,3,13,1956502.658599998,-7519.95859999815,March,Regular Week,Actual
13,2012-04-06,2271614.76,0,48.85,3.793,131.0375484,5.965,2012,4,14,2161611.1779999984,110003.58200000133,April,Regular Week,Actual
13,2012-04-13,2057637.86,0,51.7,3.833,131.108,5.965,2012,4,15,2057102.351900003,535.5080999971833,April,Regular Week,Actual
13,2012-04-20,1955689.12,0,50.24,3.845,131.1173333,5.965,2012,4,16,2023589.228300002,-67900.10830000183,April,Regular Week,Actual
13,2012-04-27,1970121.65,0,64.8,3.842,131.1266667,5.965,2012,4,17,1973442.9346000024,-3321.2846000024583,April,Regular Week,Actual
13,2012-05-04,1995994.51,0,54.41,3.831,131.136,5.965,2012,5,18,2009934.5595999984,-13940.049599998398,May,Regular Week,Actual
13,2012-05-11,2080764.17,0,56.47,3.809,131.1453333,5.965,2012,5,19,2056101.9533999974,24662.216600002488,May,Regular Week,Actual
13,2012-05-18,2131900.55,0,65.17,3.808,131.0983226,5.965,2012,5,20,2011042.5925999999,120857.95739999996,May,Regular Week,Actual
13,2012-05-25,2043349.41,0,62.39,3.801,131.0287742,5.965,2012,5,21,2040844.2324999983,2505.1775000016205,May,Regular Week,Actual
13,2012-06-01,2035431.39,0,61.11,3.788,130.9592258,5.965,2012,6,22,2039121.9422999965,-3690.552299996605,June,Regular Week,Actual
13,2012-06-08,2182437.9,0,68.4,3.776,130.8896774,5.965,2012,6,23,2112996.991400002,69440.90859999787,June,Regular Week,Actual
13,2012-06-15,2152229.11,0,65.97,3.756,130.8295333,5.965,2012,6,24,2039882.6545000004,112346.45549999946,June,Regular Week,Actual
13,2012-06-22,2094373.0,0,72.89,3.737,130.7929,5.965,2012,6,25,2082915.1006000007,11457.899399999296,June,Regular Week,Actual
13,2012-06-29,2037663.71,0,82.0,3.681,130.7562667,5.965,2012,6,26,2060729.3538,-23065.64379999996,June,Regular Week,Actual
13,2012-07-06,2184980.35,0,79.23,3.63,130.7196333,5.765,2012,7,27,2116872.083099997,68108.26690000296,July,Regular Week,Actual
13,2012-07-13,2002750.99,0,83.68,3.595,130.683,5.765,2012,7,28,2030688.3012000006,-27937.31120000058,July,Regular Week,Actual
13,2012-07-20,2053089.32,0,75.69,3.556,130.7012903,5.765,2012,7,29,2041600.8650999973,11488.454900002806,July,Regular Week,Actual
13,2012-07-27,1914430.53,0,80.42,3.537,130.7195806,5.765,2012,7,30,1982258.1245000002,-67827.59450000012,July,Regular Week,Actual
13,2012-08-03,2044148.23,0,81.99,3.512,130.737871,5.765,2012,8,31,2037477.888899998,6670.3411000019405,August,Regular Week,Actual
13,2012-08-10,2041019.92,0,81.69,3.509,130.7561613,5.765,2012,8,32,2036547.1512999975,4472.76870000246,August,Regular Week,Actual
13,2012-08-17,2095769.18,0,79.4,3.545,130.7909677,5.765,2012,8,33,2086123.398900003,9645.781099996995,August,Regular Week,Actual
13,2012-08-24,2059458.25,0,77.37,3.582,130.8381613,5.765,2012,8,34,2057362.8022000005,2095.4477999994997,August,Regular Week,Actual
13,2012-08-31,2073855.42,0,79.18,3.624,130.8853548,5.765,2012,8,35,2074598.639599998,-743.2195999980904,August,Regular Week,Actual
13,2012-09-07,2165796.31,1,70.65,3.689,130.9325484,5.765,2012,9,36,2124361.2470000014,41435.062999998685,September,Holiday Week,Actual
13,2012-09-14,1919917.03,0,68.55,3.749,130.9776667,5.765,2012,9,37,2000116.7093000007,-80199.67930000066,September,Regular Week,Actual
13,2012-09-21,1938379.66,0,67.96,3.821,131.0103333,5.765,2012,9,38,1961625.3129999987,-23245.65299999877,September,Regular Week,Actual
13,2012-09-28,1927664.11,0,64.8,3.821,131.043,5.765,2012,9,39,1950104.8713000016,-22440.761300001526,September,Regular Week,Actual
13,2012-10-05,2041918.74,0,61.79,3.815,131.0756667,5.621,2012,10,40,2033790.6498000005,8128.090199999511,October,Regular Week,Actual
13,2012-10-12,1999079.44,0,55.1,3.797,131.1083333,5.621,2012,10,41,2011615.3718999987,-12535.931899998803,October,Regular Week,Actual
13,2012-10-19,2018010.15,0,52.06,3.781,131.1499677,5.621,2012,10,42,2011214.1080000019,6796.041999998037,October,Regular Week,Actual
13,2012-10-26,2035189.66,0,46.97,3.755,131.1930968,5.621,2012,10,43,2017846.2892000014,17343.37079999852,October,Regular Week,Actual
14,2010-02-05,2623469.95,0,27.31,2.784,181.8711898,8.992,2010,2,5,2472914.9825999965,150554.9674000037,February,Regular Week,Actual
14,2010-02-12,1704218.84,1,27.73,2.773,181.982317,8.992,2010,2,6,2469937.370499997,-765718.5304999969,February,Holiday Week,Actual
14,2010-02-19,2204556.7,0,31.27,2.745,182.0347816,8.992,2010,2,7,2258621.946899997,-54065.246899996884,February,Regular Week,Actual
14,2010-02-26,2095591.63,0,34.89,2.754,182.0774691,8.992,2010,2,8,2238781.1299999976,-143189.49999999767,February,Regular Week,Actual
14,2010-03-05,2237544.75,0,37.13,2.777,182.1201566,8.992,2010,3,9,2214591.0151999993,22953.734800000675,March,Regular Week,Actual
14,2010-03-12,2156035.06,0,45.8,2.818,182.1628441,8.992,2010,3,10,2158537.3654000005,-2502.3054000004195,March,Regular Week,Actual
14,2010-03-19,2066219.3,0,48.79,2.844,182.0779857,8.992,2010,3,11,2110388.1742000016,-44168.87420000159,March,Regular Week,Actual
14,2010-03-26,2050396.27,0,54.36,2.854,181.9718697,8.992,2010,3,12,2096514.3770000013,-46118.10700000124,March,Regular Week,Actual
14,2010-04-02,2495630.51,0,47.74,2.85,181.8657537,8.899,2010,4,13,2125876.4541000007,369754.0558999991,April,Regular Week,Actual
14,2010-04-09,2258781.28,0,65.45,2.869,181.7596377,8.899,2010,4,14,2215780.8337,43000.44629999995,April,Regular Week,Actual
14,2010-04-16,2121788.61,0,54.28,2.899,181.6924769,8.899,2010,4,15,2119726.5392,2062.0707999998704,April,Regular Week,Actual
14,2010-04-23,2138144.91,0,53.47,2.902,181.6772564,8.899,2010,4,16,2123356.0651,14788.844900000375,April,Regular Week,Actual
14,2010-04-30,2082355.12,0,53.15,2.921,181.6620359,8.899,2010,4,17,2133307.7868999983,-50952.66689999821,April,Regular Week,Actual
14,2010-05-07,2370116.52,0,70.75,2.966,181.6468154,8.899,2010,5,18,2203190.898299998,166925.62170000188,May,Regular Week,Actual
14,2010-05-14,2129771.13,0,54.26,2.982,181.6612792,8.899,2010,5,19,2139009.8391999975,-9238.709199997596,May,Regular Week,Actual
14,2010-05-21,2108187.1,0,62.62,2.958,181.8538486,8.899,2010,5,20,2154117.8513999972,-45930.751399997156,May,Regular Week,Actual
14,2010-05-28,2227152.16,0,69.27,2.899,182.0464181,8.899,2010,5,21,2226067.4796999986,1084.6803000015207,May,Regular Week,Actual
14,2010-06-04,2363601.47,0,75.93,2.847,182.2389876,8.899,2010,6,22,2244559.7451999993,119041.7248000009,June,Regular Week,Actual
14,2010-06-11,2249570.04,0,69.71,2.809,182.4315571,8.899,2010,6,23,2242929.6039999984,6640.436000001617,June,Regular Week,Actual
14,2010-06-18,2248645.59,0,72.62,2.78,182.4424199,8.899,2010,6,24,2230036.2391000018,18609.3508999981,June,Regular Week,Actual
14,2010-06-25,2246179.91,0,79.32,2.808,182.3806,8.899,2010,6,25,2154342.054900001,91837.85509999935,June,Regular Week,Actual
14,2010-07-02,2334788.42,0,76.61,2.815,182.3187801,8.743,2010,7,26,2282721.0611999976,52067.358800002374,July,Regular Week,Actual
14,2010-07-09,2236209.13,0,82.45,2.793,182.2569603,8.743,2010,7,27,2132533.726400001,103675.40359999891,July,Regular Week,Actual
14,2010-07-16,2130287.27,0,77.84,2.783,182.2604411,8.743,2010,7,28,2168297.997800002,-38010.727800001856,July,Regular Week,Actual
14,2010-07-23,2044155.39,0,81.46,2.771,182.3509895,8.743,2010,7,29,2108643.8348000012,-64488.444800001336,July,Regular Week,Actual
14,2010-07-30,2054843.28,0,79.78,2.781,182.4415378,8.743,2010,7,30,2092255.839400001,-37412.559400001075,July,Regular Week,Actual
14,2010-08-06,2219813.5,0,77.17,2.784,182.5320862,8.743,2010,8,31,2186341.0839,33472.41610000003,August,Regular Week,Actual
14,2010-08-13,2052984.81,0,78.44,2.805,182.6226346,8.743,2010,8,32,2047726.7311000002,5258.078899999848,August,Regular Week,Actual
14,2010-08-20,2057138.31,0,76.01,2.779,182.6165205,8.743,2010,8,33,2066996.3328000011,-9858.022800001083,August,Regular Week,Actual
14,2010-08-27,2020332.07,0,71.36,2.755,182.6104063,8.743,2010,8,34,2109106.585500001,-88774.51550000091,August,Regular Week,Actual
14,2010-09-03,2182563.66,0,78.37,2.715,182.6042922,8.743,2010,9,35,2141890.036499998,40673.62350000208,September,Regular Week,Actual
14,2010-09-10,2191767.76,1,70.87,2.699,182.598178,8.743,2010,9,36,2183203.619199998,8564.140800001565,September,Holiday Week,Actual
14,2010-09-17,1953539.85,0,66.55,2.706,182.622509,8.743,2010,9,37,1970659.539299998,-17119.689299997874,September,Regular Week,Actual
14,2010-09-24,1879891.13,0,68.59,2.713,182.6696737,8.743,2010,9,38,1957096.7803999982,-77205.6503999983,September,Regular Week,Actual
14,2010-10-01,1855703.66,0,70.58,2.707,182.7168385,8.724,2010,10,39,2024953.9062999994,-169250.24629999953,October,Regular Week,Actual
14,2010-10-08,2091663.2,0,56.49,2.764,182.7640032,8.724,2010,10,40,1962586.8922999993,129076.3077000007,October,Regular Week,Actual
14,2010-10-15,1932162.63,0,58.61,2.868,182.8106203,8.724,2010,10,41,1948393.4772999992,-16230.847299999325,October,Regular Week,Actual
14,2010-10-22,1936621.09,0,53.15,2.917,182.8558685,8.724,2010,10,42,1961259.5514000019,-24638.461400001775,October,Regular Week,Actual
14,2010-10-29,1984768.34,0,61.3,2.921,182.9011166,8.724,2010,10,43,1972137.2520000017,12631.087999998359,October,Regular Week,Actual
14,2010-11-05,2078417.47,0,45.65,2.917,182.9463648,8.724,2010,11,44,2062606.0826000003,15811.387399999658,November,Regular Week,Actual
14,2010-11-12,2092189.06,0,46.14,2.931,182.9916129,8.724,2010,11,45,2074713.737700001,17475.322299998952,November,Regular Week,Actual
14,2010-11-19,1968462.58,0,50.02,3.0,182.8989385,8.724,2010,11,46,1992230.2504000026,-23767.670400002506,November,Regular Week,Actual
14,2010-11-26,2921709.71,1,46.15,3.039,182.7832769,8.724,2010,11,47,2804251.1059000003,117458.60409999965,November,Holiday Week,Actual
14,2010-12-03,2258489.63,0,40.93,3.046,182.6676154,8.724,2010,12,48,2310472.9828999974,-51983.352899997495,December,Regular Week,Actual
14,2010-12-10,2600519.26,0,30.54,3.109,182.5519538,8.724,2010,12,49,2579888.2743999977,20630.98560000211,December,Regular Week,Actual
14,2010-12-17,2762861.41,0,30.51,3.14,182.517732,8.724,2010,12,50,2722032.107799998,40829.30220000213,December,Regular Week,Actual
14,2010-12-24,3818686.45,0,30.59,3.141,182.54459,8.724,2010,12,51,3367869.0723999995,450817.3776000007,December,Regular Week,Actual
14,2010-12-31,1623716.46,1,29.67,3.179,182.5714479,8.724,2010,12,52,1764923.2416999992,-141206.78169999924,December,Holiday Week,Actual
14,2011-01-07,1864746.1,0,34.32,3.193,182.5983058,8.549,2011,1,1,1926145.615799998,-61399.51579999784,January,Regular Week,Actual
14,2011-01-14,1699095.9,0,24.78,3.205,182.6585782,8.549,2011,1,2,1746277.5175000015,-47181.617500001565,January,Regular Week,Actual
14,2011-01-21,1743188.87,0,30.55,3.229,182.9193368,8.549,2011,1,3,1744839.2257000015,-1650.3557000013534,January,Regular Week,Actual
14,2011-01-28,1613718.38,0,24.05,3.237,183.1800955,8.549,2011,1,4,1705820.1725999997,-92101.79259999981,January,Regular Week,Actual
14,2011-02-04,1995891.87,0,28.73,3.231,183.4408542,8.549,2011,2,5,1964084.6922000016,31807.17779999855,February,Regular Week,Actual
14,2011-02-11,1980405.03,1,30.3,3.239,183.7016129,8.549,2011,2,6,2000096.405800001,-19691.37580000097,February,Holiday Week,Actual
14,2011-02-18,2019031.67,0,40.7,3.245,183.9371353,8.549,2011,2,7,2000384.3036999973,18647.36630000267,February,Regular Week,Actual
14,2011-02-25,1875708.88,0,35.78,3.274,184.1625632,8.549,2011,2,8,1938563.884599998,-62855.00459999801,February,Regular Week,Actual
14,2011-03-04,2041215.61,0,38.65,3.433,184.3879911,8.549,2011,3,9,2018100.5609000025,23115.049099997617,March,Regular Week,Actual
14,2011-03-11,1931104.67,0,45.01,3.582,184.613419,8.549,2011,3,10,1991894.6996000002,-60790.02960000024,March,Regular Week,Actual
14,2011-03-18,1932491.42,0,46.66,3.631,184.809719,8.549,2011,3,11,1944834.813699997,-12343.393699997105,March,Regular Week,Actual
14,2011-03-25,1879451.23,0,41.76,3.625,184.9943679,8.549,2011,3,12,1938201.0283999995,-58749.798399999505,March,Regular Week,Actual
14,2011-04-01,1869110.55,0,37.27,3.638,185.1790167,8.521,2011,4,13,2021536.2726999987,-152425.72269999865,April,Regular Week,Actual
14,2011-04-08,2037798.88,0,48.71,3.72,185.3636656,8.521,2011,4,14,2053589.5566999968,-15790.676699996926,April,Regular Week,Actual
14,2011-04-15,1974960.86,0,53.69,3.821,185.5339821,8.521,2011,4,15,2095416.1799999976,-120455.3199999975,April,Regular Week,Actual
14,2011-04-22,2256461.39,0,53.04,3.892,185.6684673,8.521,2011,4,16,2164495.963899997,91965.42610000307,April,Regular Week,Actual
14,2011-04-29,1930617.64,0,66.18,3.962,185.8029526,8.521,2011,4,17,1994721.1115999979,-64103.47159999795,April,Regular Week,Actual
14,2011-05-06,2095599.93,0,58.21,4.046,185.9374378,8.521,2011,5,18,2064890.1955000036,30709.734499996295,May,Regular Week,Actual
14,2011-05-13,2004330.3,0,60.38,4.066,186.0719231,8.521,2011,5,19,2002325.914900002,2004.3850999979768,May,Regular Week,Actual
14,2011-05-20,1959967.8,0,62.28,4.062,185.9661154,8.521,2011,5,20,1991702.565400002,-31734.765400002012,May,Regular Week,Actual
